job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,description_length,requirements_length,benefits_length,has_company_profile,has_company_benefits,description_short,job_type
194,Sales and Operations Associate,"GR, I, Maroussi",,,"truegreece is a leading luxury travel company with a mission of delivering a greekislands experience focused on authenticity, intimacy, and personalized luxury. since 2008 christos stergiou, truegreece founder and ceo, has been named each year one of the world’s top travel specialists by condé nast traveler magazine, and since 2009 he has been continuously included in travel and leisure’s a-list as a top travel agent for greece a global scale. both distinctions showcase truegreece's commitment to planning and executing a once-in-a-lifetime travel experience for its guests. for additional information, please visit url_c13479cad4841e219fbe382ca20ae1131a6ab7ccff90bf84cf8fa0d0feaaf880.truegreece’s entrepreneurial climate and varied, challenging assignments create a stimulating environment for driven individuals. our approach—building a service-oriented team that combines expertise in the tourism industry, solid managerial, organizational, communication, and social skills, and is comprised by motivated individuals who seek to grow their skill set and responsibilities within the company—is geared towards maintaining truegreece’s position as a leader in the incoming luxury travel industry. what is perhaps most striking about truegreece is our constant pursuit for improving the quality of service and experience for our guests and affiliates, and creating a strong, team-based company culture founded on respect, personal and corporate growth, and job satisfaction stemming from our company’s achievements.","sales and operations associates are typically expected to: demonstrate the ability to adjust to our company culture, and learn from our teamcommunicate in exceptional oral and written english with our guestshandle customer inquiries and booking requests by telephone or e-mailhandle complex information gathering from clients and effectively arrange, promote, and sell our packages within our structured frameworkhandle complex operational procedures and effectively arrange and execute the travel packages of our guests within our structured frameworkdemonstrate an understanding of and ability to communicate with our hotel partners or other suppliersdemonstrate an understanding of both the american and greek culturesdevelop, with minimal guidance, well-structured written materials in englishdemonstrate an understanding of the overall economics of our businesspursue appropriate training or research to enhance individual skills and industry knowledge, with the help of the truegreece teamcontribute to business development effortswe expect our sales and operations associates to learn quickly, apply prior knowledge to current situations, solve problems, manage time, prioritize tasks, and communicate well with peers, customers, and suppliers.","candidates with a bachelors or masters degree will enter the firm as a sales and operations associate at an entry level position.sales and operations associates must have:a strong commitment to a career at truegreeceexcellent command of englishsolid knowledge of and familiarity with common desktop applications as well as standard analytic and word processing toolsproven communication skills (both written and oral)strong will for developing oral and written client interaction, presentation, and team and project management skillsprevious work experience is welcome but not requiredprevious industry experience is welcome but not requiredbilingual candidates, native speakers of english, or candidates who have studied in the u.s. or the u.k. are encouraged to apply. interviews will be conducted in both english and greek. ",not mentioned,0,0,1,Full-time,Entry level,Unknown,Hospitality,Unknown,0,1251,827,13,1,0,Long,Real Job
221,Service Delivery Manager 2,"US, NY, New York",,,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","the service delivery manager will be based in new york, ny. the right candidate will be an integral part of the novitex team, supporting our continued growth. as service delivery manager, you will be responsible for successful delivery of all aspects of the contracted site services and the on-site novitex team. in order to achieve these objectives, you will be expected to maintain a high level of client contact develop site personnel, and maintain a cost effective and profitable site operation.responsibilities include but, are not limited to:  mail sorting, mail delivery, meter outgoing usps mail, loading dock and s&ampr duties, maintenance duties including changing light bulbs, moving and packing furniture for shipping as well conference room set-up and other duties as requested..we are looking for a manager willing to do “whatever it takes” to get the job doneideal candidate has a “can do” attitude with excellent communication skillsselect, develop, motivate, and maintain a properly staffed team, so that all work is processed in accordance with service level agreementscompile, generate, and publish reports to ensure internal and external accuracy and productivityconduct performance appraisals, and coach employees for performance and developmentprovide clients with updated documentation for all processesdevelop plans for improving production, quality, and efficiency by reviewing work flows, procedures, systems and performanceconstantly monitor the workflow and utilize manpower in the most effective manner to ensure satisfaction of all service level commitments and maximization of cost effectivenessresponsible for scheduling vacations, floating holidays, overtime hours, and backup coverage for employeesresponsible for maintaining equipment and performing software updates meet critical client expectations and deliver results in a timely manneridentify and create the potential for add-on business by developing a deep understanding of the client’s business strategy and needsmaintain constant contact with the client for system changes to ensure that the department runs efficientlymaintain efficient and accurate updates of customer's operation to ensure customer and client satisfaction. these goals are met through example and guidanceensure employees are cross trained and able to perform a variety of roles whenever necessarymanage daily team huddlesprofessional attire","required qualifications:high school diploma or equivalent (ged) requiredminimum of 7 years managerial experience managing a staff of (exempt/non-exempt) in a client facing environmentstaff management experience of 10-15 employees including establishing performance expectations and performance monitoring, corrective action documentation, as well as staff development  and coachingdepartmental budget management experiencestrong computer proficiency in email environments, ms office, outlook  excellent oral and written communication skillsability to excel in a fast-paced, multi-tasking, team environmentability to coordinate available resources to provide effective operationability to perceive and analyze client, employee, and technical problems.  must be able to develop alternatives and make recommendationsmust be flexible and have the ability to handle many projects at one timemust be self-motivated and able to perform with minimal supervisionability to complete and write concise reports, procedures, and documentation that are error freecreative thinkeroutstanding work ethictarget-drivenenthusiastic and passionatemay be required to lift items weighing up to 55 poundsmay be required to stand for long periods of timeability to meet attendance policyavailability to work additional hours if neededsuccessful completion of a pre-employment drug test, employment history check, credit check and criminal background check ",not mentioned,0,1,0,Full-time,Mid-Senior level,High School or equivalent,Music,Management,0,2407,1433,13,1,0,Long,Real Job
228,Telesales,"GB, LIN, grimsby",,,not mentioned,"this is a fantastic opportunity for the right people who have the ability to really push themselves and remain focused on the job. this is a one off posting for this job so don't miss the boat our advisers will not only earn excellent commissions but will also enjoy what they are doing, this is not your typical sales job where you dread the getting up and the repetitiveness of the day in hand",confident hardworkingall the rest we can teach you ,the harder you work the more you earn simpless.,0,0,0,Full-time,Not Applicable,Unspecified,Market Research,Advertising,0,398,51,47,0,1,Long,Real Job
295,Technical Lead / Architect,"GB, LND, London",,,"nakedhearts is an ambitious and well-funded start up. we are building a global online social network to connect users with the causes they care about, and integrate social good into our daily lives. because when we get together and make it easy to give (time and money), we will leave the world better than we find it.we are launching in the uk and us in a few months, and we are looking to bring our creative, design and ux team in-house, so now is an exciting time to join our rapidly growing team.our first product is a mobile app for users to donate time and attention to charities while on-the-go and connect with the beneficiary world. only 2 minutes to spare? no problem. have a browse on your smartphone - you can help a blind person cross the street on the other side of the world. if you have ten minutes, you can make an enormous difference - did you know that you can help beat cancer by playing a game?we are excited by the support we have received so far. we are working with brands and media partners ahead of our launch in a few months. we are creating a talented, experienced, capable engineering team from scratch to build a world-class platform for interacting with charities and social causes. we believe in best-of-breed technology and have high standards for delivery. we are looking for people who, along with the aforementioned experience and talent, are passionate about what we are trying to achieve, and keen to innovate (while having fun).please take a look at our open roles below to find out more. if you would like more information about nakedhearts (especially from a developer perspective), check out our stack careers site for the geeky stuff.to speak to a real person, call +44 7719 080631 or e-mail email_b7983b85872294ba2e4a77ba948c5ea02d2b59e521bd926f155209494d9bc591. thanks","nakedhearts is looking for an experienced, talented technical lead / architect to lead a small team of highly skilled engineers in building out, from scratch, a new global platform for people and brands to interact with charities and their campaigns in new and interesting ways.the tech lead will:support the cto building out the development team,be motivated to continue in development whilst leading and inspiring others,responsible for architecture, technical design, code quality, development efficiency, maintenance and quality of the applications built,nurture a ""small team"" mentality, where every developer has an end-to-end understanding of product development he/she will drive the team to innovate,believe in what we do, excel in what you do and above all you will be a passionate engineer.if you’re the one we’re looking for, you will probably have a couple of hobby projects that you want to show us anyway. we strongly believe in ci, cd, automated testing and an agile environment, we hope that you do too.this is a challenging but rewarding role designing, building and maintaining a platform that will scale to millions of users - you must be excellent under pressure.","2:1 bachelor’s degree in computer science or similarat least 2+ years in team lead capacityat least 5 years commercial experience of complex backend developmentmust be an expert in javaexperience with frameworks e.g. springexpertise with the python programming languagemust be language-agnostic and use the best tool for the jobyou must understand api-driven design and developmentyou have a great understanding of performance and tuningin depth experience with relational database enginesexpert unix/linux skills from a system administration perspective, including shell scriptsexperience of ""big data"" technologies and best practicesfamiliarity with nosql-based platforms such as redis, mongodb, elasticsearchexperienced with agile development best practicessolid experience of object-oriented design and modern programming techniquesfamiliarity with continuous integration (e.g. jenkins) and automated testingin-depth knowledge of web security issuesdata structures and algorithms - knowledge and ability to applyan understanding of the open source ethos and practicesexperience with cloud infrastructure (amazon web services most desirable)experience with setting up and maintaining development environmentsa desire to mentor less experienced engineers and drive forward initiatives such as code reviewsfluent english (written and spoken) is a mustdesirable:experience with data analytics and machine learning technologies and techniques","a chance to be a key part of a challenging, global, green-fields project using latest, best-of-breed technologiesa challenging and fun work environmenta small but talented teama great office location in covent garden, in the heart of london's west endplease apply through workable or send us an email on email_b7983b85872294ba2e4a77ba948c5ea02d2b59e521bd926f155209494d9bc591 you can speak to us in person on +44 7719 080631",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Philanthropy,Engineering,0,1185,1441,425,1,1,Long,Real Job
351,Global Sourcing Buyer,"US, FL, Orlando",,,"the marketmaker4 leadership team has extensive experience in e-procurement, online auctions, market intelligence, strategic sourcing, and supply chain consulting. all team members have been involved in the e-enablement of supply chain negotiations since the inception of the industry.marketmaker4 is an international company with offices in the us, uk, australia, china and uae.our philosophy is to encourage and enable the use of online auction / negotiation techniques by developing proprietary software that has sophisticated functionality, but is also easy to use due to its intuitive design.of course, software is useless if not used properly, and our support services are integral to our approach. we are the only esourcing company to include the provision of marketmaking™ services within its subscriptions.we are also focused on ensuring our clients have timely access to our advisory expertise, market intelligence, and business insights to achieve a positive and successful online auction / negotiation experience.marketmaker4 is bid neutral, and provides confidential e-auction services to both the event host and the bidders to promote the success of every party involved in an electronic auction / negotiation event.","this cross functional role will focus on operational buying activities/initiatives across our client portfolios. the successful candidate will bring specific background acumen in categories including:technologyreal estatefacilitieshrtransportation/logisticsmromeetings/events/travelprofessional services (engineering, financial and research services, complementary workforce, business services, legal) s/he must be able to interface with, influence and win support from client sourcing and stakeholder management, along with key suppliers.  a clear understanding of stakeholder needs and core sourcing methodologies will be a key differentiator, along with the proven ability to efficiently organize, develop, manage, and deliver client projects and a background developing, communicating and formally presenting sourcing initiatives.key accountabilitiessourcing solutionsresearch and source appropriate suppliers to deliver against customer requirementsdrive compliance within area of responsibility, increasing the use of preferred suppliers where possibleown and deliver savings against the operational sourcing plan including financial reporting to meet the business objectives/targetsdrive compliance to the preferred supplier list to provide incremental savings opportunitieslead re-education and advise customers and stakeholders on total procurement activities from requisition to payment within defined commodities, highlighting any opportunities to improve workflow and drive adherence to customer procurement policies prepare rfx requirements to execute competitive bid events (rfp, rfi, rfq, or reverse auction)manage sourcing projects from proposal development through to sourcing strategy to recommended supplier selection and final negotiation of pricing and terms of contracts  comply with all relevant xps sourcing methodology &amp guidelines deliver the customer specific operational/tactical sourcing commodity strategy as directed by the category / customer ownerliaise with the sourcing analysts to undertake monthly spend analytics within managed categories of scope to identify opportunities and tactical initiativesmanage day-to-day commercial interactions between customers and suppliers to conform to contract supplier managementdevelop and maintain xchanging client(s) supplier relationshipsassist in performance reviews with key suppliers and internal stakeholders to evaluate supplier performance and make recommendations to address issues and exploit opportunitiesperform analysis of supplier spend data and process metrics to proactively recommend improvements stakeholder managementwork with and across client stakeholder groups to define needs and aggregate wherever possibleact as liaison between the client stakeholders and the suppliers to determine if optimal approach to meeting validated business requirementsprovide input to client stakeholders on budget and strategy development based on market/supplier pricingcommunicate to stakeholders and management regarding status of projects and initiativeseducate and guide client stakeholders regarding value of adopting and complying with sourcing policies, procedures, tools, and processes general/projectsperform analysis of spend data and process metrics to proactively recommend improvementsextend the reach of xchanging sourcing solutions by exercising appropriate influence within project teams, customer groups, and peer groupsfacilitate and be part of client project teams, or directly address specific sourcing issues, working with client stakeholders and procurement and sourcing management to reach resolutionsensure client sourcing guidelines are understood and followedensure all standards as defined by the xchanging and their clients are followed and enforced","skills/experience/qualifications required to perform the rolea minimum of five years of strategic sourcing and tactical “hands-on” procurement experience including but not limited to category level responsibilities in areas such as technology, facilities, marketing/promotion/print, hr, transportation/logistics, mro, meetings/events/travel, or professional services. experience across multiple categories is preferred.experience with various sourcing and procurement practices and tools, and lead/support efforts to enhance the value of purchasing to the organizationunderstanding of sourcing categories and supply markets, strategic sourcing principles, contract terminology, etc.experience communicating internally and externally with key stakeholders, via both verbal and written communication, in order to build relationships and convey key business issues in a clear and succinct manner.proven success negotiating vendor contracts resulting in cost savings.experience working collaboratively with cross-functional teams, internally and externally, to drive adoption and/or implementation of business processes and initiatives or applications.advanced level skill in microsoft office products, including word, excel, powerpoint and outlook. bachelor's degree required.ability to travel domestically, up to 10%us citizenship or permanent residency required for this rolepersonal competencies: the valuesour corporate culture is built on six pillars.customer focusinnovationspeed &amp efficiencypeopleexcellenceintegritywe take these values seriously. we live by them. we bring them to life in our customer relationships",not mentioned,0,1,0,Full-time,Associate,Unknown,Logistics and Supply Chain,Supply Chain,0,3761,1624,13,1,0,Long,Real Job
353,Retail Sports Betting Specialist Pame Stoixima,"GR, I, Athens",Marketing – Pame Stoixima,,not mentioned,"the suport of  the retail sports betting development and customer lifecycle department in order to achieve the retail sports betting customer lifecycle kpi’s, most specifically the loyalty, average time spent in shops, cross and up selling indicators.major responsibilities: assists the head of retail sports betting development and customer lifecycle in forming the customer lifecycle and crm strategy for the retail sports betting productworks closely on the  customer lifecycle strategy  implementation for the retail sports betting product to include average time spent in shops growth, loyalty scheme, shop promotions and incentives, cross and up selling, shop merchandize management (themes, front window and in-shop promos, promoters, etc.) overlooks the retail sports betting product content managementcontributes in the creation of  customer insight and competitor research reports","min 3 year experience in a senior position in a commercial department  in a retail sports betting companyuniversity degreestrong results oriented individualgood knowledge of crm, customer segmentation and internal promotionsvery good strategic, analytical and budgeting skillsgood knowledge of retail betting product, operations and services developmentvery good command of english language – presentation creation and delivery in englishability to work in a large organization with matrix organizational setupadaptability and flexibility are essentialinnovative approach ","the company offers training, excellent career opportunities and a competitive compensation package, based on the qualifications of the candidate.",0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Gambling & Casinos,Marketing,0,890,572,145,0,1,Long,Real Job
360,Part Time Quickbooks Bookkeeper,"CA, ON, Toronto",,,"10 years of evolving business relations has taught us that what we do for clients is enable them to prosperously complete transactions. what's a transaction?it's the daily, hourly and even minutely exchanges between your business and another person or entity. it's the simple things like a potential customer filling out a form to inquire about your business services. it's starting a conversation through your social channels. it's providing efficient work flow through process management software and app development. it's the booking of a specialty service or it's the purchase of online goods. through out the day, your company does hundreds or thousands of transactions that are the core building blocks of your business. break it down and see how your business transacts with the world. we work with specialty retailers, specialty service providers, businesses in need of application development, and larger corporations. we offer:- wordpress development- user experience design- online business strategy- responsive design &amp development- mobile development &amp testing- hosting- pos setup &amp configuration through vend &amp shopify- online booking through our custom built software resurvaour process:- learn &amp understand- work &amp rework- deploy- nurturelearn more about us and who we've worked with at: url_6d0cb75091c1eaf5554d7e415ff02e16b1bfdfdd87ff9a99a10054d4f4dfb985","offshoot inc. is looking for candidates with a solid understanding of quickbooks and quickbooks online. the part time position will require approximately 24 hours per week, split in to 3 eight hour shifts or, 4 six hour shifts.offshoot inc. has been in operation for 10 years in the web-development industry. we bill clients for both contract work and software as a service (saas) on a recurring basis.responsibilities will include:accounts payable/receivablesales invoicingdetailed job cost trackingbanking - bank reconciliations and make physical depositsall required government remittances : hst, eht, wsibbi-weekly payroll monthly reportingyearend file preparation for external accountants","eligible candidates must:have 3 years (minimum) experience with quickbooks and quickbooks onlinehave a strong working knowledge of mac os and microsoft officebe able to work 24 hours per week during regular business hoursbe able to make bank deposits, a short walk from our office",not mentioned,0,1,0,Part-time,Unknown,Unknown,Accounting,Accounting/Auditing,0,693,280,13,1,0,Long,Real Job
370,Project Coordinator,"US, CO, Fort Collins",,,"riverside is an internationally recognized engineering, science, and information technology company with more than 25 years experience providing innovative information technology solutions for environmental decision support systems, using a variety of different environmental data sources, from satellite sensors and imagery to stream gauges in local rivers.riverside quick factsfounded in 1985corporate headquarters in fort collins, coloradocompleted over 1,200 projects in more than 30 countriesncbr mercury 100 list for “fastest growing companies over 2 million”sba “small business of the year award” recipientncbr 2011 “environmental entrepreneur award” recipientriverside has successfully implemented more than 1,200 projects in over 30 countries, and maintains a strong worldwide customer base, including u.s. government agencies such as usaid and ustda, and international donor organizations such as the world bank, asian development bank, and fao.since 1985, riverside has built relationships and partnerships with a variety of clients including the u.s. geological survey (usgs), the national oceanic and atmospheric administration (noaa), the u.s. department of agriculture (usda), and the colorado water conservation board (cwcb) — providing products, services, and solutions meeting their long-term needs.","riverside technology, inc. (riverside), recognized internationally for providing innovative engineering, science, and information technology solutions to federal and state agencies, private companies and international organizations, has an immediate opportunity for a project coordinator located at our headquarters in ft. collins, colorado.the positionthe project coordinator provides project management support for environmental engineering and scientific projects. the successful candidate is responsible for being familiar with project objectives and the role and function of each team member to effectively coordinate the activities of the team. the project coordinator communicates with project managers and/or other functional managers regarding status of specific projects.key responsibilitiesassists in preparation, management, and execution of project plans utilizing various tools such as ms project, excel, sharepoint, etc.tracks project schedules in support of project managers.supports project managers with resource allocation and helps to identify resource shortages and resolve conflicts across projects.supports project managers with written and oral project status reporting internally and externally.responsible for gathering and preparing project data pertaining to resource management, budget adherence, etc.ensures that all riverside project management standards are followed and makes suggestions for improving processes and procedures.","bachelor’s degree in business, science/engineering, or other related fieldpmi certifications are preferreda minimum of 3 years experience supporting complex projectsexperience within an engineering or scientific environment is preferredproficiency with ms project and/or other project management softwarestrong attention to detailexcellent  communication skillsability to understand riverside’s services, products, industry, and customers location: fort collins, coloradoriverside is an equal opportunity employer offering very competitive compensation and exceptional employee benefits. ",not mentioned,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Environmental Services,Project Management,0,1460,588,13,1,0,Long,Real Job
384,Catch all for candidates,"US, NY, New York",All,,"one zero capital is an investment holding company focused on the convergence of technology, consumer finance, and credit investing.","this is a catch all as a test for the system. we will continue to use it as a holder for resumes of candidates we'd like to join us, but we're not sure where they would fit / they could fit in many places.","brilliant, dilligience, not a jerk. ",standard benefits,0,1,1,Full-time,Not Applicable,Unknown,Investment Management,Unknown,0,205,36,17,1,1,Long,Real Job
407,Paid Internship for Africa Program,Unknown,Africa Program,,"applied memetics llc is a professional services company dedicated to integrating and delivering best practice communication and information solutions in pre-conflict, conflict, or post-conflict areas.  the world has changed: ‘always on’ brands require a new way of thinking to engage and manage their consumers. our purpose is to inspire original thinking through a deeper understanding of technology and human behaviour.  from strategy through to implementation, our teams of connected specialists – all experts in their respective fields – work together to help our clients maximise the opportunities created by the changing digital world and create a multi faceted digital strategy through to implementation.our work explores a new model of journalism that is based around a global story – in this case, the struggle for human rights and democracy around the world. our goal is to build a better user experience of these stories by adding context to content, using the latest digital tools of the day. over time, we hope to add greater clarity, deeper understanding, and more sustained engagement to the conversations surrounding global events. as such, our content is transcribed and translated into english for broadcast to a global audience.","applied memetics llc (am llc) is looking for an intern to support the operations of the company's africa program, in particular, its sahel region part. am llc is an international digital media company, operating across the world, primarily in developing countries and conflict zones. the intern will work about 40+ hours/month and will be paid a monthly stipend. in future the goal is to migrate the intern to a full-time position.","- knowledge of africa, specifically of the sahel region. preference given to those candidates who spent time in the region.- knowledge of french and/or arabic.- media background or understanding of journalistic standards.-  ability to navigate various social media platforms. web metrics and analytics. - a good sense of current political and economical trends both in the region and internationally. - strong work ethics and ability to learn quickly. - current students welcome.",not mentioned,0,1,0,Other,Internship,Bachelor's Degree,Media Production,Unknown,0,431,479,13,1,0,Long,Real Job
419,Customer Service Technical Specialist,"US, NJ, Somerville",,,"novitex enterprise solutions, formerly pitney bowes management services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. for almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. as a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","the customer service technical specialist will be based in our somerville, nj client location. the right candidate will be an integral part of our talented team, supporting our continued growth. responsibilities:complete all required documentation for raw material shipments (bill of lading, load sheets and labeling)document all request for shipments and contact transportation carriers to schedule material pickupschedule weekly containers for ethicon shipmentscomplete export documentation for weekly shipments to puerto rico, via container and bimonthly shipments to europeconduct filing of shipment documention per ethicon retention quidelinescomplete fedex manifest systen daily close-out procedures and coordinate system upgradesprocess fedex shipments of hazardous goods","qualifications:minimum of 6 months customer service related experience requiredfamiliarity with ups/federal express shipping systems requiredexperience performing data entry, word processing, remittance processing or related functionsstrong computer proficiency and work experience in email and microsoft windows environments is requiredability to communicate effectively both in verbal and written formability to effectively work individually or in a team environmentstrong organizational and administrative skillsability to meet employer's attendance policyhazmat rules and regulations knowledge requiredability to lift and/or move items weighing up to 50 pounds or the maximum allowed by current state law with or without accommodationshighschool diploma or equivalent required",not mentioned,0,1,0,Full-time,Entry level,High School or equivalent,Medical Devices,Customer Service,0,778,780,13,1,0,Long,Real Job
436,cashier,"US, MA, PITTSFIELD",Sales,,not mentioned,i need full or part time help...this is bp south st gas station .exprience require .must work weekend .,gas station experience ,not mentioned,0,0,0,Full-time,Associate,Unknown,Retail,Unknown,0,103,23,13,0,0,Long,Real Job
457,Customer Service Agent,"DE, BY, Munich",non-tech,,hello worldtalents23_ drives the change in digital recruitment and develops the best quality filters for the selection of top talents.,"we are the most efficient and motivating way to become athletic. anywhere and anytime. no weights or machines. athletes receive their training plans, connect themselves and compare their workout times via our app and website. we count more than 2,000,000 registered users around the globe. and thousands more every day. we are growing. rapidly. and this is just the beginning. hard work, passion and an awesome team. the chance of your life.we are looking for a customer service agent (full-time) in our headquater in munichwe stay in touch with a big, fast growing community of 2,500,000+ members. you are outgoing, extrovert, and enjoy communication with people from across the globe? you are a team player, work reliably, and pay attention to quality? you can work independently and remain calm in stressful situation, too? your responsibilities: understand the needs of our communitystay in touch with members from around the globe via emailbe first point of contact for members and manage communication with them independentlywork with state-of-the-art community management toolsmanage member accountsimprove user experience in case of any queries","strong communication skillshands on approach with focus on execution, a “getting things done” mentalityvery quick in learning and adapting to different situationsteam player with very high commitment and motivationfluent in two languages with excellent oral and written communication skills – possible combination of german, spanish and portuguese","high impact and responsibility in a very successful and fast growing companya team of smart and extremely motivated co-workersthe chance of playing a crucial role and being part of something really bigself-fulfillment, fun, and a great atmosphereno walls, no limits, no bureaucracy, just unlimited potentialattractive compensationsocial activities (food, drinks, events)team training",0,1,0,Full-time,Associate,Bachelor's Degree,Sports,Customer Service,0,1152,347,383,1,1,Long,Real Job
470,User Acquisition Manager,"FR, U, Aix en Provence",,,"created in 2010, royalcactus has specialized in the development of casual and social games. since its launch on facebook, the company has seduced more than 20m players with its game catalog.royalcactus is now one of the three biggest social gaming editors in france on the facebook platform, and continues its growth at a steady pace. the new challenge of royalcactus is now to go mobile, with the development of our games on mobile devices.","royalcactus is looking for a user acquisition manager for its aix-en-provence offices. if you have a passion for video games and are well organized, have an eye for detail, and like to work with a team, this job could be for youin direct collaboration with the marketing team and the ceo, your key tasks and responsibilities will be:responsible for managing marketing acquisitionbuying media through facebook, google or other providersdevelop creative and innovative solutions for customer acquisition.conduct analysis to determine value of acquisition efforts and optimization.lead paid acquisition marketing efforts to achive volume, quality and roi acquisition goals.explore and test new acquisition marketing channels.develop a/b testing programs to maximize acquisition efforts and return.",at least 2 years’ experience in similar positionfluent englishstrong excel and analytical skills.strong understanding and experience with the ios and android marketplaces.ability to compile and analyze performance data and metrics. appreciated plus:creative sensibilitystrong culture of video games,"join a young and dynamic company, among the leader in its fieldcareer evolution opportunitiesa friendly working environment with curious, passionate and open-minded colleagueslive in the south of france",0,1,1,Full-time,Unknown,Unknown,Computer Games,Marketing,0,795,298,203,1,1,Long,Real Job
477,Electrician,"US, NY, Niagara Falls",Maintenance,,"niacet is a leading producer of organic salts, including propionates and acetates, serving the food, pharmaceutical and technical industries. with two longstanding and fully automated manufacturing sites, located in niagara falls, ny usa, and tiel, the netherlands, niacet offers world-class quality products to a global market. our products fill vital needs in a broad range of applications that are essential to everyday life including food preservation, antibiotic formulation, dialysis treatment, energy production, and more.at niacet all employees share in the growth and prosperity of the corporation. we want our employees to take pride in their personal and corporate accomplishments. safe working conditions are achieved through continuous education of our  employees and improved facilities. we aim to provide job and financial security for all employees.","department:       maintenancereports to:       maintenance managerlocation:            niagara falls, nyposition:             electrician   about us: niacet is a leading producer of organic salts, including propionates and acetates, serving the food, pharmaceutical and technical industries. with two longstanding and fully automated manufacturing sites, located in niagara falls, ny usa, and tiel, the netherlands, niacet offers world-class quality products to a global market.our products fill vital needs in a broad range of applications that are essential to everyday life including food preservation, antibiotic formulation, dialysis treatment, energy production, and more. electrician position: niagara falls chemical manufacturer is looking for experienced electrician. general job duties include, but are not limited to:--maintenance of power distribution system, maintenance of instrumentation and control systems, electrical repairs to equipment, building service and repairs, installation of equipment in a chemical plant environment, housekeeping.--must be able to read electrical diagrams, analyze problems and troubleshoot equipment operation strong plc and control system troubleshooting skills a plus.--may be required to move or lift up to 50lbs.--good oral and written communication skills, experience with use of personal computers and prior chemical plant experience preferred.--position requires support of plant maintenance needs on overtime and call-ins outside of regular hours and on weekends.--new york state journeyman industrial electrician or instrument tech certification or equivalent experience required. we offer competitive compensation and one of the best benefit packages in the industry...",not mentioned,not mentioned,0,1,0,Full-time,Mid-Senior level,Unknown,Chemicals,Manufacturing,0,1727,13,13,1,0,Long,Real Job
498,Airframe Structures Design Engineer,"BR, ,",,,"vayu builds affordable unmanned aerial vehicles (uavs) for healthcare supply chain management and post-disaster aid delivery.currently, healthcare providers and disaster relief responders depend on costly, slow, and unreliable transportation by motorcycles, cars, and trucks to serve remote communities. one billion people live all or part of the year without access to all-weather roads. vayu's uavs will provide affordable, fast, and reliable delivery of vital goods to these isolated areas, both on a regular basis and in times of crisis.our offices are in ann arbor, michigan, usa and new delhi, india.","vayu is seeking an aerospace / mechanical engineer with an entrepreneurial skill set in brazil.  this position requires an action and results oriented individual who can effectively achieve demanding development and production goals.serve as a mid-level member of a design team for design of airframe structural elements. primary product lines for design activities will be unmanned aerial vehicles, modification of existing aircraft structures, and design-to-build activities for commercial aircraft. things to consider:1. we are hiring for entrepreneurial positions, at an entrepreneurial company. this means you’ll need to be resourceful and creative, while also following the processes that will allow us to scale quickly.2. we hire for culture and greatness. we are looking for well-rounded people who are willing to commit wholeheartedly to our cause for the next couple of years and grow alongside the company.3. this is a massive opportunity for the right person. the opportunity for upward mobility at vayu is tremendous, but only if you’re willing to put forth the effort.responsibilities:responsible for engineering activities for assigned projects for development and production of aerospace composite structure and systems fabrication and assemblies. maintains documentation for technical development process to support design decisions and to resolve issues.preparation of design files in catia v5, xflr5, and other modeling software.","qualifications:bachelors with 1-2 years experience or masters in mechanical or aerospace engineering from an accredited university.experience with the composite part detail process, including composites stacking sequence, lamination theory, bonded assemblies, manufacturing assembly and fabrication processes, post-cure machining operations.","selected candidate will be offered an excellent base salary commensurate with experience, along with competitive equity stake.",0,1,1,Full-time,Associate,Bachelor's Degree,Aviation & Aerospace,Engineering,0,1448,341,126,1,1,Long,Real Job
